espn_team_id,name,nickname,abbreviation,logo,display_name,short_display_name
2141,Tamil Nadu Under-23s,Tamil Nadu Under-23s,,,Tamil Nadu Under-23s,
1203621,West Indies Emerging Team,West Indies Emerging Team,WI-E,,West Indies Emerging Team,WI-E
424052,Malnad Gladiators,Malnad Gladiators,,,Malnad Gladiators,
3600,Sri Lanka Cricket President's XI,Sri Lanka Cricket President's XI,SLCP,https://a.espncdn.com/i/teamlogos/cricket/500/3600.png,Sri Lanka Cricket President's XI,SLCP
511647,Suffolk Under-13s,Suffolk Under-13s,,,Suffolk Under-13s,
35,Uganda,Uganda,UGA,https://a.espncdn.com/i/teamlogos/cricket/500/35.png,Uganda,UGA
316593,Royal Bengal Tigers,Royal Bengal Tigers,RylTg,,Royal Bengal Tigers,RylTg
721,Uttara Sporting Club,Uttara Sporting Club,Uttar,,Uttara Sporting Club,Uttar
1181889,Velocity,Velocity,VEL,https://a.espncdn.com/i/teamlogos/cricket/500/1181889.png,Velocity,VEL
861949,Selangor,Selangor,SELA,,Selangor,SELA
564024,Cheshire Under-17s,Cheshire Under-17s,,,Cheshire Under-17s,
851,Cambridgeshire,Cambridgeshire,Cambs,https://a.espncdn.com/i/teamlogos/cricket/500/851.png,Cambridgeshire,Cambs
3451,Scotland Under-17s,Scotland Under-17s,,,Scotland Under-17s,
471214,Staffordshire Under-17s,Staffordshire Under-17s,,,Staffordshire Under-17s,
594847,KwaZulu-Natal Under-17s,KwaZulu-Natal Under-17s,KZU17,,KwaZulu-Natal Under-17s,KZU17
347342,Americas Under-15s,Americas Under-15s,AmU15,,Americas Under-15s,AmU15
1368,Surrey Under-19s,Surrey Under-19s,,,Surrey Under-19s,
3655,Thailand Under-15s,Thailand Under-15s,,,Thailand Under-15s,
84,Ghana,Ghana,GHA,https://a.espncdn.com/i/teamlogos/cricket/500/84.png,Ghana,GHA
3043,Public Works Department,Public Works Department,PWD,,Public Works Department,PWD
2675,Pakistan Customs,Pakistan Customs,,,Pakistan Customs,
1460,Worcestershire Cricket Board,Worcestershire Cricket Board,,,Worcestershire Cricket Board,
1057,Hampshire and Surrey,Hampshire and Surrey,,,Hampshire and Surrey,
1211584,Malaysia Selection XI,Malaysia Selection XI,MASXI,,Malaysia Selection XI,MASXI
2486,Central Districts Under-19s,Central Districts Under-19s,,,Central Districts Under-19s,
3588,Singha Sports Club,Singha Sports Club,SINGA,,Singha Sports Club,SINGA
1358720,Mumbai Indians Women,Mumbai Indians Women,MI-W,https://a.espncdn.com/i/teamlogos/cricket/500/1358720.png,Mumbai Indians Women,MI-W
418421,Ireland Under-17s Women,Ireland Under-17s Women,,,Ireland Under-17s Women,
295042,National Academy of India,National Academy of India,InAca,,National Academy of India,InAca
1203808,India Women Emerging Players,India Women Emerging Players,IWEP,,India Women Emerging Players,IWEP
2954,Pakistan Masters,Pakistan Masters,,,Pakistan Masters,
174,Americas Under-19s,Americas Under-19s,Am19,,Americas Under-19s,Am19
2019,Punjab Under-16s,Punjab Under-16s,PBu16,https://a.espncdn.com/i/teamlogos/cricket/500/2019.png,Punjab Under-16s,PBu16
1381353,Texas Super Kings,Texas Super Kings,TSK,https://a.espncdn.com/i/teamlogos/cricket/500/1381353.png,Texas Super Kings,TSK
1121244,Sylhet Strikers,Sylhet Strikers,SYS,https://a.espncdn.com/i/teamlogos/cricket/500/1121244.png,Sylhet Strikers,SYS
485974,Border Under-17s,Border Under-17s,BdU17,,Border Under-17s,BdU17
752197,Yaal Blazers,Yaal Blazers,Blaze,,Yaal Blazers,Blaze
713887,FATA Cheetas,FATA Cheetas,FATAC,,FATA Cheetas,FATAC
700,Khulna Division,Khulna Division,KHU,https://a.espncdn.com/i/teamlogos/cricket/500/700.png,Khulna Division,KHU
2297,Kenya Women,Kenya Women,KEN-W,https://a.espncdn.com/i/teamlogos/cricket/500/2297.png,Kenya Women,KEN-W
342920,Kenya Under-15s,Kenya Under-15s,,,Kenya Under-15s,
1517,Hong Kong Under-17s,Hong Kong Under-17s,,https://a.espncdn.com/i/teamlogos/cricket/500/1517.png,Hong Kong Under-17s,
145,Sierra Leone,Sierra Leone,SLE,https://a.espncdn.com/i/teamlogos/cricket/500/145.png,Sierra Leone,SLE
213652,Sehwag XI,Sehwag XI,Se XI,,Sehwag XI,Se XI
1238374,Jaffna Kings,Jaffna Kings,JK,https://a.espncdn.com/i/teamlogos/cricket/500/1238374.png,Jaffna Kings,JK
265691,Eastern Province (SACB),Eastern Province (SACB),,,Eastern Province (SACB),
537,South Queensland Under-17s,South Queensland Under-17s,,,South Queensland Under-17s,
2301,Swamibapa Sports Club,Swamibapa Sports Club,,,Swamibapa Sports Club,
3054,Rawalpindi,Rawalpindi,Rams,,Rawalpindi,Rams
386989,Maldives Under-15s,Maldives Under-15s,,,Maldives Under-15s,
590566,Palink Sports Club Women,Palink Sports Club Women,PscWm,,Palink Sports Club Women,PscWm
1181218,Costa Rica Women,Costa Rica Women,CRC-W,https://a.espncdn.com/i/teamlogos/cricket/500/1181218.png,Costa Rica Women,CRC-W
594800,Shropshire Women,Shropshire Women,ShrWm,,Shropshire Women,ShrWm
1154559,Gambia Under-19s,Gambia Under-19s,GAM,,Gambia Under-19s,GAM
509489,Dorset Under-13s,Dorset Under-13s,,,Dorset Under-13s,
509673,Sydney Sixers,Sydney Sixers,SS,https://a.espncdn.com/i/teamlogos/cricket/500/509673.png,Sydney Sixers,SS
396,New South Wales Colts,New South Wales Colts,,,New South Wales Colts,
2393,KNCB XI,KNCB XI,KNCB,,KNCB XI,KNCB
927,Durham Under-19s,Durham Under-19s,,,Durham Under-19s,
1736,Gujarat Under-22s,Gujarat Under-22s,,,Gujarat Under-22s,
16,Malaysia,Malaysia,MAS,https://a.espncdn.com/i/teamlogos/cricket/500/16.png,Malaysia,MAS
2435,Rood en Wit Women,Rood en Wit Women,,,Rood en Wit Women,
41,Austria,Austria,Aut,https://a.espncdn.com/i/teamlogos/cricket/500/41.png,Austria,Aut
228132,Afghanistan Under-19s,Afghanistan Under-19s,AFG19,https://a.espncdn.com/i/teamlogos/cricket/500/228132.png,Afghanistan Under-19s,AFG19
310295,Brazil Women,Brazil Women,BRA-W,https://a.espncdn.com/i/teamlogos/cricket/500/310295.png,Brazil Women,BRA-W
1142,Lincolnshire,Lincolnshire,LinSh,,Lincolnshire,LinSh
1298094,World Giants,World Giants,WG,https://a.espncdn.com/i/teamlogos/cricket/500/1298094.png,World Giants,WG
2488,Central Districts Women,Central Districts Women,CD-W,https://a.espncdn.com/i/teamlogos/cricket/500/2488.png,Central Districts Women,CD-W
893185,Sao Paulo Cricket Club,Sao Paulo Cricket Club,SPCC,,Sao Paulo Cricket Club,SPCC
3862,Zimbabwe Board President's XI,Zimbabwe Board President's XI,,,Zimbabwe Board President's XI,
2783,Karachi Cricket Association Greens,Karachi Cricket Association Greens,,,Karachi Cricket Association Greens,
387028,Bhutan Under-17s,Bhutan Under-17s,,https://a.espncdn.com/i/teamlogos/cricket/500/387028.png,Bhutan Under-17s,
3666,Uganda Under-19s,Uganda Under-19s,UGA19,https://a.espncdn.com/i/teamlogos/cricket/500/3666.png,Uganda Under-19s,UGA19
501,South Brisbane,South Brisbane,,,South Brisbane,
19,Hong Kong,Hong Kong,HKG,https://a.espncdn.com/i/teamlogos/cricket/500/19.png,Hong Kong,HKG
1098941,Armed Police Force Club,Armed Police Force Club,APFC,,Armed Police Force Club,APFC
1392801,Romania A,Romania A,ROM-A,https://a.espncdn.com/i/teamlogos/cricket/500/1392801.png,Romania A,ROM-A
3525,Isipathana College,Isipathana College,,,Isipathana College,
517550,Surrey Under-14s,Surrey Under-14s,,,Surrey Under-14s,
233544,Old DOHS Sports Club,Old DOHS Sports Club,OLDDO,https://a.espncdn.com/i/teamlogos/cricket/500/233544.png,Old DOHS Sports Club,OLDDO
430679,Khelaghar Samaj Kallyan Samity,Khelaghar Samaj Kallyan Samity,KSKS,https://a.espncdn.com/i/teamlogos/cricket/500/430679.png,Khelaghar Samaj Kallyan Samity,KSKS
471211,Staffordshire Under-13s,Staffordshire Under-13s,,,Staffordshire Under-13s,
3067,Rest of North West Frontier Province,Rest of North West Frontier Province,,,Rest of North West Frontier Province,
24604,Merrion,Merrion,,,Merrion,
8439,Chirnside Park,Chirnside Park,,,Chirnside Park,
2071,Saurashtra Under-14s,Saurashtra Under-14s,,,Saurashtra Under-14s,
385280,Malaysia Under-19s Women,Malaysia Under-19s Women,MWU19,https://a.espncdn.com/i/teamlogos/cricket/500/385280.png,Malaysia Under-19s Women,MWU19
347,Melbourne,Melbourne,,,Melbourne,
2753,Hyderabad Region,Hyderabad Region,HYD-R,https://a.espncdn.com/i/teamlogos/cricket/500/2753.png,Hyderabad Region,HYD-R
594854,Mpumalanga Under-17s,Mpumalanga Under-17s,MpU17,,Mpumalanga Under-17s,MpU17
25,Bangladesh,Bangladesh,BAN,https://a.espncdn.com/i/teamlogos/cricket/500/25.png,Bangladesh,BAN
1564,Baroda Cricket Association XI,Baroda Cricket Association XI,BDAXI,,Baroda Cricket Association XI,BDAXI
388450,Wellington Second XI,Wellington Second XI,,,Wellington Second XI,
824615,Nelson Mandela Metropolitan University,Nelson Mandela Metropolitan University,NMMU,,Nelson Mandela Metropolitan University,NMMU
299045,China Women,China Women,CHN-W,https://a.espncdn.com/i/teamlogos/cricket/500/299045.png,China Women,CHN-W
1224,Northamptonshire Under-19s,Northamptonshire Under-19s,,,Northamptonshire Under-19s,
1307853,Ghana Women,Ghana Women,GHA-W,https://a.espncdn.com/i/teamlogos/cricket/500/1307853.png,Ghana Women,GHA-W
2299,Premier Club,Premier Club,,,Premier Club,
603606,Afghanistan A,Afghanistan A,AFG-A,https://a.espncdn.com/i/teamlogos/cricket/500/603606.png,Afghanistan A,AFG-A
1335272,Durban's Super Giants,Durban's Super Giants,DSG,https://a.espncdn.com/i/teamlogos/cricket/500/1335272.png,Durban's Super Giants,DSG
405523,Trinidad & Tobago Development Women,Trinidad & Tobago Development Women,TTDW,,Trinidad & Tobago Development Women,TTDW
132,Panama,Panama,PAN,https://a.espncdn.com/i/teamlogos/cricket/500/132.png,Panama,PAN
2459,Auckland,Auckland,AUCK,https://a.espncdn.com/i/teamlogos/cricket/500/2459.png,Auckland,AUCK
549988,Rajshahi Royals,Rajshahi Royals,RR,https://a.espncdn.com/i/teamlogos/cricket/500/549988.png,Rajshahi Royals,RR
2196,West Zone,West Zone,WEZ,https://a.espncdn.com/i/teamlogos/cricket/500/2196.png,West Zone,WEZ
1260253,Namibia Eagles,Namibia Eagles,NAM-E,https://a.espncdn.com/i/teamlogos/cricket/500/1260253.png,Namibia Eagles,NAM-E
315,Gosnells,Gosnells,,,Gosnells,
1160706,Mexico Women,Mexico Women,MEX-W,https://a.espncdn.com/i/teamlogos/cricket/500/1160706.png,Mexico Women,MEX-W
3306,South Africa Air Force,South Africa Air Force,,,South Africa Air Force,
218192,Argentina Under-19s,Argentina Under-19s,Arg19,https://a.espncdn.com/i/teamlogos/cricket/500/218192.png,Argentina Under-19s,Arg19
273,Clarence,Clarence,,,Clarence,
1255272,Chandigarh Women,Chandigarh Women,CH-W,https://a.espncdn.com/i/teamlogos/cricket/500/1255272.png,Chandigarh Women,CH-W
1336138,Australia Women Under-19s,Australia Women Under-19s,AUS-W,https://a.espncdn.com/i/teamlogos/cricket/500/1336138.png,Australia Women Under-19s,AUS-W
369930,Dhaka Warriors,Dhaka Warriors,Dhaka,,Dhaka Warriors,Dhaka
1770,Hyderabad Under-22s,Hyderabad Under-22s,,,Hyderabad Under-22s,
204,Australian Capital Territory Under-19s,Australian Capital Territory Under-19s,ACT19,,Australian Capital Territory Under-19s,ACT19
417083,Qatar Women,Qatar Women,QAT-W,https://a.espncdn.com/i/teamlogos/cricket/500/417083.png,Qatar Women,QAT-W
1473,Yorkshire Women,Yorkshire Women,Yorwm,,Yorkshire Women,Yorwm
498823,St John's College,St John's College,,,St John's College,
1302515,Tuskers Women,Tuskers Women,TUS-W,https://a.espncdn.com/i/teamlogos/cricket/500/1302515.png,Tuskers Women,TUS-W
1831,Jammu & Kashmir Under-19s,Jammu & Kashmir Under-19s,J&K19,,Jammu & Kashmir Under-19s,J&K19
467944,Iran Under-16s,Iran Under-16s,,,Iran Under-16s,
3558,Negambo Cricket Club,Negambo Cricket Club,NEGCC,,Negambo Cricket Club,NEGCC
1362,Surrey Cricket Board,Surrey Cricket Board,,,Surrey Cricket Board,
1272204,SLC Greys,SLC Greys,GREYS,,SLC Greys,GREYS
1381360,Washington Freedom,Washington Freedom,WSF,https://a.espncdn.com/i/teamlogos/cricket/500/1381360.png,Washington Freedom,WSF
2321,Nepal Under-17s,Nepal Under-17s,,,Nepal Under-17s,
218211,Jersey,Jersey,JER,https://a.espncdn.com/i/teamlogos/cricket/500/218211.png,Jersey,JER
1229319,Central Sparks,Central Sparks,CS,https://a.espncdn.com/i/teamlogos/cricket/500/1229319.png,Central Sparks,CS
1587,Bihar Under-14s,Bihar Under-14s,,,Bihar Under-14s,
2464,Auckland Under-21s Women,Auckland Under-21s Women,AU21W,,Auckland Under-21s Women,AU21W
388445,Canterbury Second XI,Canterbury Second XI,,,Canterbury Second XI,
3001,Federal Areas,Federal Areas,FATA,https://a.espncdn.com/i/teamlogos/cricket/500/3001.png,Federal Areas,FATA
776159,Band-e-Amir Dragons,Band-e-Amir Dragons,BEAD,https://a.espncdn.com/i/teamlogos/cricket/500/776159.png,Band-e-Amir Dragons,BEAD
301167,Netherlands Under-23s,Netherlands Under-23s,,,Netherlands Under-23s,
57,Bahrain,Bahrain,BHR,https://a.espncdn.com/i/teamlogos/cricket/500/57.png,Bahrain,BHR
1000395,Gazi Group Cricketers,Gazi Group Cricketers,GGC,https://a.espncdn.com/i/teamlogos/cricket/500/1000395.png,Gazi Group Cricketers,GGC
3262,Nicky Oppenheimer XI,Nicky Oppenheimer XI,,,Nicky Oppenheimer XI,
1454933,Bulgaria Women,Bulgaria Women,BUL-W,https://a.espncdn.com/i/teamlogos/cricket/500/1454933.png,Bulgaria Women,BUL-W
1162628,Tshwane Spartans,Tshwane Spartans,TS,https://a.espncdn.com/i/teamlogos/cricket/500/1162628.png,Tshwane Spartans,TS
815925,Lions Cubs,Lions Cubs,LnsCb,,Lions Cubs,LnsCb
511878,Port Qasim Authority,Port Qasim Authority,PQA,,Port Qasim Authority,PQA
1864,Kerala Under-16s,Kerala Under-16s,,,Kerala Under-16s,
460,Queensland Second XI,Queensland Second XI,QLD2,,Queensland Second XI,QLD2
1072,Hertfordshire Women,Hertfordshire Women,Herwm,,Hertfordshire Women,Herwm
1781,India A,India A,IND-A,https://a.espncdn.com/i/teamlogos/cricket/500/1781.png,India A,IND-A
871827,Lincolnshire Women,Lincolnshire Women,LinSh,,Lincolnshire Women,LinSh
423294,South Western Districts Under-19s,South Western Districts Under-19s,SWu19,,South Western Districts Under-19s,SWu19
364488,RR Sarwan's XI,RR Sarwan's XI,,,RR Sarwan's XI,
49837,Moratu Maha Vidyalaya,Moratu Maha Vidyalaya,,,Moratu Maha Vidyalaya,
422070,Air India Red,Air India Red,,,Air India Red,
474396,State Bank of Patiala,State Bank of Patiala,,,State Bank of Patiala,
287573,Centrals,Centrals,Cntls,,Centrals,Cntls
1105277,Dehradun Devils,Dehradun Devils,DD,,Dehradun Devils,DD
452387,Malaysia Under-16s,Malaysia Under-16s,,https://a.espncdn.com/i/teamlogos/cricket/500/452387.png,Malaysia Under-16s,
2228,Ireland Under-15s,Ireland Under-15s,,,Ireland Under-15s,
704,Mohammedan Sporting Club,Mohammedan Sporting Club,MSC,https://a.espncdn.com/i/teamlogos/cricket/500/704.png,Mohammedan Sporting Club,MSC
7268,Deniliquin District Cricket Association,Deniliquin District Cricket Association,,,Deniliquin District Cricket Association,
74,Cyprus,Cyprus,CYP,https://a.espncdn.com/i/teamlogos/cricket/500/74.png,Cyprus,CYP
1118217,Cape Town Knight Riders,Cape Town Knight Riders,CTKR,,Cape Town Knight Riders,CTKR
471894,Sussex Under-13s,Sussex Under-13s,,,Sussex Under-13s,
582,Valley District Cricket Club,Valley District Cricket Club,,,Valley District Cricket Club,
3723,Barbados Under-19s,Barbados Under-19s,Bdo19,,Barbados Under-19s,Bdo19
361710,South Zone Women (Pakistan),South Zone Women (Pakistan),,,South Zone Women (Pakistan),
467404,Italy Under-23s,Italy Under-23s,,,Italy Under-23s,
3828,Manicaland A,Manicaland A,,,Manicaland A,
713513,SRM University (Chennai),SRM University (Chennai),SRMCH,,SRM University (Chennai),SRMCH
642413,Guyana Amazon Warriors,Guyana Amazon Warriors,GAW,https://a.espncdn.com/i/teamlogos/cricket/500/642413.png,Guyana Amazon Warriors,GAW
3214,Eastern Province Invitation XI,Eastern Province Invitation XI,,,Eastern Province Invitation XI,
260133,Hong Kong Women,Hong Kong Women,HKG-W,https://a.espncdn.com/i/teamlogos/cricket/500/260133.png,Hong Kong Women,HKG-W
1888,Karnataka State Cricket Association Colts XI,Karnataka State Cricket Association Colts XI,KCCXI,,Karnataka State Cricket Association Colts XI,KCCXI
99,Iceland,Iceland,ICELD,https://a.espncdn.com/i/teamlogos/cricket/500/99.png,Iceland,ICELD
3521,Galle Cricket Club,Galle Cricket Club,GAL,https://a.espncdn.com/i/teamlogos/cricket/500/3521.png,Galle Cricket Club,GAL
3504,Club XI,Club XI,,,Club XI,
3718,Antigua XI,Antigua XI,,,Antigua XI,
813,Bedfordshire,Bedfordshire,Beds,,Bedfordshire,Beds
470511,Warwickshire Under-14s,Warwickshire Under-14s,,,Warwickshire Under-14s,
1764,Hyderabad (India),Hyderabad (India),HYD,https://a.espncdn.com/i/teamlogos/cricket/500/1764.png,Hyderabad (India),HYD
3786,St Vincent and the Grenadines,St Vincent and the Grenadines,StV&G,,St Vincent and the Grenadines,StV&G
3271,Northerns Women,Northerns Women,NthWm,,Northerns Women,NthWm
743635,Super 3s Team C,Super 3s Team C,SUP3C,,Super 3s Team C,SUP3C
941,England Cricket Board XI,England Cricket Board XI,ECBXI,,England Cricket Board XI,ECBXI
1135247,Palace Diamonds,Palace Diamonds,DIAMO,,Palace Diamonds,DIAMO
1129779,Chitwan Tigers,Chitwan Tigers,CT,https://a.espncdn.com/i/teamlogos/cricket/500/1129779.png,Chitwan Tigers,CT
753989,Elite International Cricket Academy,Elite International Cricket Academy,Elite,,Elite International Cricket Academy,Elite
557194,North Central Province Women,North Central Province Women,NCPW,,North Central Province Women,NCPW
3231,Gauteng,Gauteng,GTG,https://a.espncdn.com/i/teamlogos/cricket/500/3231.png,Gauteng,GTG
1258986,Kent & Sussex 2nd XI,Kent & Sussex 2nd XI,K&S2X,,Kent & Sussex 2nd XI,K&S2X
485972,Border Under-13s,Border Under-13s,BrU13,,Border Under-13s,BrU13
505204,Unicorns A,Unicorns A,UniA,,Unicorns A,UniA
1162633,Durban Heat,Durban Heat,DH,https://a.espncdn.com/i/teamlogos/cricket/500/1162633.png,Durban Heat,DH
1231207,AJ Finch's XI,AJ Finch's XI,AJF,,AJ Finch's XI,AJF
336540,Western Chiefs,Western Chiefs,Cheif,,Western Chiefs,Cheif
1129777,Kathmandu Kings XI,Kathmandu Kings XI,KK-XI,https://a.espncdn.com/i/teamlogos/cricket/500/1129777.png,Kathmandu Kings XI,KK-XI
3801,West Indies B,West Indies B,WI-B,https://a.espncdn.com/i/teamlogos/cricket/500/3801.png,West Indies B,WI-B
1229321,Northern Diamonds,Northern Diamonds,ND,https://a.espncdn.com/i/teamlogos/cricket/500/1229321.png,Northern Diamonds,ND
1611,Mumbai Under-14s,Mumbai Under-14s,,,Mumbai Under-14s,
594837,Eastern Province Under-17s,Eastern Province Under-17s,EpU17,,Eastern Province Under-17s,EpU17
421938,BCB Select XI,BCB Select XI,BCBXI,,BCB Select XI,BCBXI
292457,Oxford University,Oxford University,OxUni,,Oxford University,OxUni
1211387,Cumilla Warriors,Cumilla Warriors,CW,https://a.espncdn.com/i/teamlogos/cricket/500/1211387.png,Cumilla Warriors,CW
1101,Kent 2nd XI,Kent 2nd XI,Ke2XI,https://a.espncdn.com/i/teamlogos/cricket/500/1101.png,Kent 2nd XI,Ke2XI
1336151,England Women Under-19s,England Women Under-19s,ENG-W,https://a.espncdn.com/i/teamlogos/cricket/500/1336151.png,England Women Under-19s,ENG-W
3047,Quetta Region,Quetta Region,QET,https://a.espncdn.com/i/teamlogos/cricket/500/3047.png,Quetta Region,QET
1541,Andhra,Andhra,AP,https://a.espncdn.com/i/teamlogos/cricket/500/1541.png,Andhra,AP
513414,Berkshire Under-13s,Berkshire Under-13s,,,Berkshire Under-13s,
472158,Guyana Women,Guyana Women,GUWmn,https://a.espncdn.com/i/teamlogos/cricket/500/472158.png,Guyana Women,GUWmn
1058,Hampshire Under-16s,Hampshire Under-16s,,,Hampshire Under-16s,
472344,Trinidad & Tobago Under-21s Women,Trinidad & Tobago Under-21s Women,,,Trinidad & Tobago Under-21s Women,
381942,Sind Dolphins,Sind Dolphins,SDpns,,Sind Dolphins,SDpns
1121918,Arabian Rangers,Arabian Rangers,AR,,Arabian Rangers,AR
495,Ringwood,Ringwood,,,Ringwood,
1816,India XI,India XI,IndXI,,India XI,IndXI
1146787,Trailblazers,Trailblazers,TBL,https://a.espncdn.com/i/teamlogos/cricket/500/1146787.png,Trailblazers,TBL
776163,Boost Defenders,Boost Defenders,BDD,https://a.espncdn.com/i/teamlogos/cricket/500/776163.png,Boost Defenders,BDD
594797,Cambridgeshire and Huntingdonshire Women,Cambridgeshire and Huntingdonshire Women,CmHnW,,Cambridgeshire and Huntingdonshire Women,CmHnW
1723,Goa Under-25s,Goa Under-25s,,,Goa Under-25s,
594848,KwaZulu-Natal Inland Under-15s,KwaZulu-Natal Inland Under-15s,KZI15,,KwaZulu-Natal Inland Under-15s,KZI15
907,Derbyshire Women,Derbyshire Women,Derwm,,Derbyshire Women,Derwm
2270,Italy Under-17s,Italy Under-17s,,,Italy Under-17s,
278479,Blue,Blue,Blue,,Blue,Blue
1334535,Gujarat Giants,Gujarat Giants,GG,https://a.espncdn.com/i/teamlogos/cricket/500/1334535.png,Gujarat Giants,GG
602,Western Australia,Western Australia,WA,https://a.espncdn.com/i/teamlogos/cricket/500/602.png,Western Australia,WA
509480,Northumberland Under-15s,Northumberland Under-15s,,,Northumberland Under-15s,
3756,Jamaica Under-19s,Jamaica Under-19s,Jam19,,Jamaica Under-19s,Jam19
509667,Adelaide Strikers,Adelaide Strikers,AS,https://a.espncdn.com/i/teamlogos/cricket/500/509667.png,Adelaide Strikers,AS
211856,Victoria Emerging Players,Victoria Emerging Players,Vic E,,Victoria Emerging Players,Vic E
1117,Lancashire 2nd XI,Lancashire 2nd XI,Lc2XI,,Lancashire 2nd XI,Lc2XI
1270,PCA Masters XI,PCA Masters XI,PCAXI,,PCA Masters XI,PCAXI
719923,Prosper Utseya XI,Prosper Utseya XI,UTSXI,,Prosper Utseya XI,UTSXI
369453,RCA Centre of Excellence,RCA Centre of Excellence,,,RCA Centre of Excellence,
713883,Dera Murad Jamali Ibexes,Dera Murad Jamali Ibexes,DMJI,,Dera Murad Jamali Ibexes,DMJI
1459841,UP Nawabs,UP Nawabs,UPN,https://a.espncdn.com/i/teamlogos/cricket/500/1459841.png,UP Nawabs,UPN
2058,Rest,Rest,Rest,,Rest,Rest
1047329,SKM Salem Spartans,SKM Salem Spartans,SAL,https://a.espncdn.com/i/teamlogos/cricket/500/1047329.png,SKM Salem Spartans,SAL
1013565,Khost Province,Khost Province,KHOST,,Khost Province,KHOST
1344976,New York Strikers,New York Strikers,NYS,https://a.espncdn.com/i/teamlogos/cricket/500/1344976.png,New York Strikers,NYS
303451,Belgium Under-19s,Belgium Under-19s,BEL19,https://a.espncdn.com/i/teamlogos/cricket/500/303451.png,Belgium Under-19s,BEL19
3199,Dolphins,Dolphins,DOLPH,https://a.espncdn.com/i/teamlogos/cricket/500/3199.png,Dolphins,DOLPH
65,Botswana,Botswana,BOT,https://a.espncdn.com/i/teamlogos/cricket/500/65.png,Botswana,BOT
1466,Yorkshire Cricket Board,Yorkshire Cricket Board,,,Yorkshire Cricket Board,
1168171,Hong Kong Emerging Team,Hong Kong Emerging Team,HKG-E,,Hong Kong Emerging Team,HKG-E
3800,West Indies A,West Indies A,WI-A,https://a.espncdn.com/i/teamlogos/cricket/500/3800.png,West Indies A,WI-A
942831,Sylhet Super Stars,Sylhet Super Stars,SSS,,Sylhet Super Stars,SSS
815937,Knights Cubs,Knights Cubs,KntCb,,Knights Cubs,KntCb
1150150,Toronto Nationals,Toronto Nationals,TON,https://a.espncdn.com/i/teamlogos/cricket/500/1150150.png,Toronto Nationals,TON
424066,Belagavi Panthers,Belagavi Panthers,BGAVI,https://a.espncdn.com/i/teamlogos/cricket/500/424066.png,Belagavi Panthers,BGAVI
453992,Madras Cricket Club,Madras Cricket Club,,,Madras Cricket Club,
126,Oman Under-17s,Oman Under-17s,,,Oman Under-17s,
3204,Easterns Under-19s,Easterns Under-19s,Eas19,,Easterns Under-19s,Eas19
474397,All India Electricity Board,All India Electricity Board,,,All India Electricity Board,
3618,Sri Lanka Under-23s,Sri Lanka Under-23s,SL23,https://a.espncdn.com/i/teamlogos/cricket/500/3618.png,Sri Lanka Under-23s,SL23
1129288,Team Sri Lanka,Team Sri Lanka,TSL,,Team Sri Lanka,TSL
423415,Botha XI,Botha XI,B XI,,Botha XI,B XI
513581,Buckinghamshire Under-15s,Buckinghamshire Under-15s,,https://a.espncdn.com/i/teamlogos/cricket/500/513581.png,Buckinghamshire Under-15s,
815927,Zimbabwe Cubs,Zimbabwe Cubs,ZimCb,,Zimbabwe Cubs,ZimCb
1085606,Hong Kong Island United,Hong Kong Island United,HKIU,,Hong Kong Island United,HKIU
552726,Nepal Under-25s,Nepal Under-25s,,,Nepal Under-25s,
909,Devon,Devon,Devon,https://a.espncdn.com/i/teamlogos/cricket/500/909.png,Devon,Devon
775303,Hampshire Under-13s,Hampshire Under-13s,HAU13,,Hampshire Under-13s,HAU13
1290551,Sudur Paschim Province Under-19s,Sudur Paschim Province Under-19s,SPU19,https://a.espncdn.com/i/teamlogos/cricket/500/1290551.png,Sudur Paschim Province Under-19s,SPU19
1241090,Sharjah,Sharjah,SHJ,,Sharjah,SHJ
435,Northern Territory Under-17s,Northern Territory Under-17s,NT,,Northern Territory Under-17s,NT
385278,Bhutan Under-19s,Bhutan Under-19s,BHU19,https://a.espncdn.com/i/teamlogos/cricket/500/385278.png,Bhutan Under-19s,BHU19
1690,East Zone,East Zone,EAZ,https://a.espncdn.com/i/teamlogos/cricket/500/1690.png,East Zone,EAZ
819075,Itefaq Cricket Club,Itefaq Cricket Club,ITEFA,,Itefaq Cricket Club,ITEFA
1150154,Edmonton Royals,Edmonton Royals,ER,https://a.espncdn.com/i/teamlogos/cricket/500/1150154.png,Edmonton Royals,ER
424047,Mangalore United,Mangalore United,MU,https://a.espncdn.com/i/teamlogos/cricket/500/424047.png,Mangalore United,MU
549985,Chittagong Kings,Chittagong Kings,Kings,,Chittagong Kings,Kings
1043,Guernsey,Guernsey,GUE,https://a.espncdn.com/i/teamlogos/cricket/500/1043.png,Guernsey,GUE
15,Netherlands,Netherlands,NED,https://a.espncdn.com/i/teamlogos/cricket/500/15.png,Netherlands,NED
3323,South Africa Under-15s,South Africa Under-15s,,,South Africa Under-15s,
534,South Perth,South Perth,,,South Perth,
406,New South Wales Institute of Sport,New South Wales Institute of Sport,NSWIS,,New South Wales Institute of Sport,NSWIS
3235,Gauteng Invitation XI,Gauteng Invitation XI,GTGXI,,Gauteng Invitation XI,GTGXI
468692,Middlesex Under-15s,Middlesex Under-15s,,,Middlesex Under-15s,
