id,position,cricsheet_name,unique_name,batting_style,bowling_style,matchpoints_avg,cost
85a97102,Unknown,Mohammad Hussain,Mohammad Hussain,Left-hand bat,Slow left-arm orthodox,,6
bbfa0b42,Bowler,Mohammad Ilyas,Mohammad Ilyas,Right-hand bat,Right-arm medium-fast,13.72413793,7
65a2fff5,Allrounder,Mohammad Imran,Mohammad Imran,Right-hand bat,Right-arm medium,13.41025641,7
687e20b3,Bowler,Mohammad Imran,Mohammad Imran (2),Right-hand bat,Left-arm medium-fast,8.833333333,7
00f72fad,Unknown,Mohammad Ilyas Mahmood,Mohammad Ilyas Mahmood,Right-hand bat,Legbreak,,8
97b1997e,Unknown,Mohammad Irfan,Mohammad Irfan (2),Left-hand bat,Right-arm medium-fast,,8
a8e3170f,Bowler,Mohammad Irfan,Mohammad Irfan,Right-hand bat,Left-arm fast,17,7
1bf9a8ef,Bowler,Mohammad Irfan,Mohammad Irfan (4),Right-hand bat,Right-arm medium,14.5,7
32885b08,Bowler,Mohammad Irfan,Mohammad Irfan (5),Right-hand bat,Legbreak googly,0.166666667,7
0632417b,Unknown,Mohammad Munaf,Mohammad Munaf,Right-hand bat,Right-arm fast-medium,,8
68fde819,Unknown,Mohammad Najeeb,Mohammad Najeeb,,,,6
09019daa,Unknown,Mohammad Nasim,Mohammad Nasim,Right-hand bat,Right-arm medium,,7
3086f7a4,Allrounder,Mohammad Nawaz,Mohammad Nawaz (3),Left-hand bat,Slow left-arm orthodox,16.8152381,7
eec19416,Unknown,Mohammad Nazir,Mohammad Nazir,Right-hand bat,Right-arm offbreak,,8
fcf355f6,Unknown,Mohammad Ramzan,Mohammad Ramzan,Right-hand bat,Right-arm medium,,6
9eea360c,Wicketkeeper batter,Mohammad Salman,Mohammad Salman,Right-hand bat,Legbreak,9.214285714,7
2f26ac1a,Wicketkeeper batter,Mohammad Rizwan,Mohammad Rizwan,Right-hand bat,Right-arm medium,20.18723404,7
8514cc87,Unknown,Mohammad Sajid,Mohammad Sajid,,Right-arm medium-fast,,8
68ddabdb,Bowler,Mohammad Sami,Mohammad Sami,Right-hand bat,Right-arm fast,23.25124378,7
9425957e,Unknown,Mohammad Shakeel Ahmed,Mohammad Shakeel Ahmed,Right-hand bat,Right-arm offbreak,,8
3207b7d2,Allrounder,Mohammad Taha,Mohammad Taha,Left-hand bat,Slow left-arm orthodox,0,7
0ec9e2c4,Bowler,Mohammad Talha,Mohammad Talha,Right-hand bat,Right-arm medium-fast,31.16666667,8
9287e5ae,Unknown,Mohammad Umar Burki,Mohammad Umar Burki,Right-hand bat,,,6
1e4ef774,Middle-order batter,Mohammad Wasim,Mohammad Wasim (2),Right-hand bat,Legbreak googly,,7
9e9af5f2,Bowling allrounder,Mohammad Wasim,Mohammad Wasim,Right-hand bat,Right-arm fast-medium,22.68020305,7
e237b28c,Batter,Mohammad Yousuf,Mohammad Yousuf,Right-hand bat,Right-arm offbreak,30.21917808,8
15f3a5e4,Unknown,Mohammad Zahid,Mohammad Zahid,Right-hand bat,Right-arm fast-medium,32.66666667,8
68d11420,Bowler,Mohammad Zeeshan,Mohammad Zeeshan,Right-hand bat,Right-arm medium,4.833333333,7
0d4da5c5,Unknown,Mohammed Anees,Mohammed Anees,Right-hand bat,Slow left-arm orthodox,,8
fb6f77ae,Bowler,Mohsin Kamal,Mohsin Kamal,Right-hand bat,Right-arm fast,,8
742373a0,Opening batter,Mohsin Hasan Khan,Mohsin Hasan Khan,Right-hand bat,Right-arm medium,,6
feb37330,Wicketkeeper batter,Moin Khan,Moin Khan,Right-hand bat,Right-arm offbreak,15.75,7
67c83213,Unknown,M Salum,M Salum,Right-hand bat,,34.33333333,8
7264b765,Allrounder,Mubasir Khan,Mubasir Khan,Right-hand bat,Right-arm offbreak,4.285714286,7
6ee24e1f,Batting allrounder,Mudassar Nazar,Mudassar Nazar,Right-hand bat,Right-arm medium,,7
fd716c26,Unknown,Mufasir-ul-Haq,Mufasir-ul-Haq,Right-hand bat,Left-arm fast-medium,,8
9739e85c,Wicketkeeper batter,Muhammad Akhlaq,Muhammad Akhlaq,Right-hand bat,Right-arm medium-fast,4.8,7
1574f3fe,Batter,Muhammad Faizan,Muhammad Faizan,Right-hand bat,Right-arm medium-fast,7,7
bde2d0ea,Unknown,Muhammad Javed,Muhammad Javed,Right-hand bat,Right-arm medium,,7
9b8a3c39,Bowler,Muhammad Musa,Muhammad Musa,Right-hand bat,Right-arm fast-medium,14.15517241,7
86fdf668,Wicketkeeper batter,Muneeba Ali,Muneeba Ali,Left-hand bat,,14.05982906,7
be82a6a7,Unknown,Munir Malik,Munir Malik,Right-hand bat,Right-arm fast-medium,,8
0d08cbcb,Bowler,Mushtaq Ahmed,Mushtaq Ahmed,Right-hand bat,Legbreak googly,21.25,7
46091cec,Allrounder,Mushtaq Mohammad,Mushtaq Mohammad,Right-hand bat,Legbreak googly,,6
cea5ce03,Unknown,Nabeeullah,Nabeeullah,,Right-arm fast-medium,,7
838176dc,Unknown,Nadeem Abbasi,Nadeem Abbasi,Right-hand bat,,,6
bcc154fa,Unknown,Nabi Gul,Nabi Gul,Right-hand bat,,4.25,7
8387d138,Unknown,Nadeem Ghauri,Nadeem Ghauri,Right-hand bat,Slow left-arm orthodox,,8
a94eb41e,Unknown,Nadeem Khan,Nadeem Khan,Right-hand bat,Slow left-arm orthodox,,6
84f1e482,Unknown,Nadeem Malik,Nadeem Malik,Right-hand bat,Legbreak,,8
3e7c0b1e,Opening batter,Nahida Khan,Nahida Khan,Right-hand bat,Right-arm medium,11.58333333,7
9f2aa116,Unknown,Naila Nazir,Naila Nazir,Right-hand bat,Legbreak,6,7
5486d41f,Unknown,Nain Abidi,Nain Abidi,Right-hand bat,,10.80291971,7
faef39c1,Wicketkeeper batter,Najiha Alvi,Najiha Alvi,Right-hand bat,,8.914285714,7
9c9af282,Bowler,Naseem Shah,Naseem Shah,Right-hand bat,Right-arm fast,27.06959707,7
c981d3c2,Bowler,Nashra Sandhu,Nashra Sandhu,Right-hand bat,Slow left-arm orthodox,19.19426752,7
9263043,Unknown,Nasim Moghal,Nasim Moghal,,,,7
f695aeb2,Bowler,Nasim-ul-Ghani,Nasim-ul-Ghani,,,,6
5b2fe85b,Unknown,Nasir Hussain,Nasir Hussain,,,,8
4c4a06fb,Opening batter,Nasir Jamshed,Nasir Jamshed,Left-hand bat,,17.20858896,7
13dd482e,Unknown,Nasir Nawaz,Nasir Nawaz,Right-hand bat,Right-arm medium-fast,3.666666667,7
fa8a3eb0,Bowler,Natalia Pervaiz,Natalia Pervaiz,Right-hand bat,Right-arm medium,5.916666667,7
54c58a5e,Bowler,Nauman Ali,Nauman Ali,Left-hand bat,Slow left-arm orthodox,67.31578947,9
a6c84e0e,Top-order batter,Naumanullah,Naumanullah,Right-hand bat,Right-arm offbreak,3,7
30503c0b,Unknown,Naushad Ali,Naushad Ali,Right-hand bat,,,6
c055a6df,Bowler,Naved Arif,Naved Arif,Left-hand bat,Left-arm medium-fast,,8
7bbc4b07,Unknown,Naved Anjum,Naved Anjum,Right-hand bat,Right-arm fast-medium,,8
7ba1a4ac,Unknown,Naved Ashraf,Naved Ashraf,Right-hand bat,Right-arm medium,,7
261d6559,Unknown,Naved Latif,Naved Latif,Right-hand bat,Right-arm medium,0.25,7
33f28243,Bowler,Naved-ul-Hasan,Naved-ul-Hasan,Right-hand bat,Right-arm medium-fast,25.19607843,7
7bc1a2d1,Middle-order batter,Naved Yasin,Naved Yasin,Left-hand bat,Slow left-arm orthodox,4.625,7
6c649e51,Unknown,Nayyer Abbas,Nayyer Abbas,Left-hand bat,Slow left-arm orthodox,,8
c8f6ebe2,Unknown,Nazar Mohammad,Nazar Mohammad,Right-hand bat,Right-arm bowler,,6
5abe5d27,Unknown,Niaz Chaudhry,Niaz Chaudhry,,,,8
78d6442c,Unknown,Niaz Ahmed,Niaz Ahmed,Right-hand bat,Right-arm fast-medium,,8
ed840f44,Bowling allrounder,Nida Dar,Nida Dar,Right-hand bat,Right-arm offbreak,18.68181818,7
74b2518c,Unknown,Pervez Bashir,Pervez Bashir,,,,7
f8e3c0f8,Batter,Omair Yousuf,Omair Yousuf,Right-hand bat,,2,7
26ee405f,Unknown,Pervez Sajjad,Pervez Sajjad,Right-hand bat,Slow left-arm orthodox,,7
e59ec361,Unknown,Qaisar Abbas,Qaisar Abbas,Left-hand bat,Slow left-arm orthodox,1.666666667,7
d8a7c8b4,Unknown,Qaiser Waheed,Qaiser Waheed,Left-hand bat,Slow left-arm orthodox,,6
2ea9b32c,Unknown,Qanita Jalil,Qanita Jalil,Right-hand bat,Right-arm medium-fast,8.847619048,7
b6359668,Allrounder,Qasim Akram,Qasim Akram,Right-hand bat,Right-arm offbreak,8.764705882,7
caa511ce,Opening batter,Qasim Umar,Qasim Umar,Right-hand bat,Right-arm medium,,6
a99085e6,Unknown,Rabiya Shah,Rabiya Shah,Left-hand bat,Right-arm offbreak,9.296296296,7
9211d267,Opening batter,Rafatullah Mohmand,Rafatullah Mohmand,Right-hand bat,Slow left-arm orthodox,8.25,7
38d1def2,Bowler,Raja Farzan,Raja Farzan,Left-hand bat,Legbreak googly,13,7
a63775d6,Bowler,Rahat Ali,Rahat Ali,Right-hand bat,Left-arm fast-medium,32.6196319,8
e191bf68,Top-order batter,Rameez Raja,Rameez Raja (2),Right-hand bat,Right-arm offbreak,5.428571429,7
0b78b7c1,Bowler,Rameen Shamim,Rameen Shamim,Left-hand bat,Right-arm offbreak,9.357142857,7
832a4c23,Batter,Ramiz Raja,Ramiz Raja,Right-hand bat,Legbreak,,6
8a1fa863,Unknown,Rasheed Bhatti,Rasheed Bhatti,Right-hand bat,,,7
700e1c72,Bowler,Rashid Khan,Rashid Khan (3),Right-hand bat,Right-arm fast-medium,,7
3f811de0,Unknown,Rashid Khan,Mohammad Rashid Ali Khan,,,,6
fb82725e,Unknown,Rashid Riaz,Rashid Riaz,Right-hand bat,Right-arm offbreak,,8
d32782ae,Wicketkeeper batter,Rashid Latif,Rashid Latif,Right-hand bat,Legbreak,17.475,7
b82354b3,Unknown,Raza Ali Dar,Raza Ali Dar,Left-hand bat,Slow left-arm orthodox,0.666666667,7
4f7279a4,Bowler,Raza Hasan,Raza Hasan,Right-hand bat,Slow left-arm orthodox,12.87096774,7
769b5209,Unknown,Riaz Afridi,Riaz Afridi,Right-hand bat,Right-arm medium-fast,23.33333333,7
08f088e3,Unknown,Riazuddin,Riazuddin,Right-hand bat,Right-arm offbreak,,6
81147b00,Allrounder,Rizwan Ahmed,Rizwan Ahmed,Right-hand bat,Legbreak googly,10,7
3031bf83,Batter,Rizwan Hussain,Rizwan Hussain,Left-hand bat,,3.846153846,7
16587299,Unknown,Robert Crosse,Robert Crosse,Right-hand bat,,,7
cffc78e0,Unknown,Rizwan-uz-Zaman,Rizwan-uz-Zaman,Right-hand bat,Legbreak googly,,6
1c790f4f,Bowler,Rumman Raees,Rumman Raees,Right-hand bat,Left-arm medium-fast,17.39072848,7
522bea89,Wicketkeeper batter,Rohail Nazir,Rohail Nazir,Right-hand bat,,6.363636364,7
eb75d76c,Unknown,Saad Baig,Saad Baig,Left-hand bat,,0,7
4cbf2e06,Top-order batter,Saad Ali,Saad Ali,Left-hand bat,Right-arm medium,1.5,7
b2498b5d,Unknown,Saad Masood,Saad Masood,Right-hand bat,Right-arm offbreak,-3,7
3fbb43a9,Allrounder,Saad Nasim,Saad Nasim,Right-hand bat,Legbreak,9.375,7
789944c9,Unknown,Sabahat Rasheed,Sabahat Rasheed,Right-hand bat,Right-arm medium-fast,7.4,7
f19c8dc0,Top-order batter,Sadaf Shamas,Sadaf Shamas,Right-hand bat,Right-arm medium,7.865384615,7
53bb50f0,Bowler,Sadia Iqbal,Sadia Iqbal,Left-hand bat,Slow left-arm orthodox,19.62580645,7
3cfbddce,Unknown,Sadia Yousuf,Sadia Yousuf,Right-hand bat,Slow left-arm orthodox,17.67808219,7
e8d92a65,Opening batter,Sadiq Mohammad,Sadiq Mohammad,Left-hand bat,Legbreak googly,,6
b3c4290d,Allrounder,Saeed Ahmed,Saeed Ahmed,Right-hand bat,Right-arm offbreak,16.25,7
0aa14354,Opening batter,Saeed Anwar,Saeed Anwar,Left-hand bat,Slow left-arm orthodox,26.18181818,7
05d74535,Bowler,Saeed Ajmal,Saeed Ajmal,Right-hand bat,Right-arm offbreak,39.50072993,8
1aba45cd,Middle-order batter,Sahibzada Farhan,Sahibzada Farhan,Right-hand bat,,8.292682927,7
feb9238a,Wicketkeeper batter,Saifullah Bangash,Saifullah Bangash,Right-hand bat,,2.8,7
131e5b97,Unknown,Saif Ali,Saif Ali,Right-hand bat,,,6
33609a8c,Top-order batter,Saim Ayub,Saim Ayub,Left-hand bat,Right-arm offbreak,12.78070175,7
bbc192a4,Bowling allrounder,Sajid Khan,Sajid Khan,Right-hand bat,Right-arm offbreak,76.48717949,9
3050a1fe,Unknown,Sajjad Ali,Sajjad Ali,Right-hand bat,,4,7
78206b87,Unknown,Salahuddin,Salahuddin,Right-hand bat,Right-arm offbreak,,8
62fa10e5,Unknown,Sajjida Shah,Sajjida Shah,Right-hand bat,Right-arm offbreak,41.77777778,8
d17d21d5,Unknown,Saleema Imtiaz,Saleema Imtiaz,,,,8
373c23ea,Unknown,Salahuddin Ahmed,Salahuddin Ahmed,Right-hand bat,Right-arm offbreak,,6
2873e9d4,Unknown,Saleem Altaf,Saleem Altaf,Right-hand bat,Right-arm fast-medium,,6
a47041a5,Unknown,Saleem Badar,Saleem Badar,Right-hand bat,Right-arm medium,,6
1e7b1aa7,Opening batter,Saleem Elahi,Saleem Elahi,Right-hand bat,Right-arm offbreak,16.66666667,7
981bcf72,Bowler,Saleem Jaffar,Saleem Jaffar,Right-hand bat,Left-arm fast-medium,,7
58aa6ab1,Batter,Saleem Malik,Saleem Malik,,,,6
60316a8a,Wicketkeeper batter,Saleem Yousuf,Saleem Yousuf,Right-hand bat,,,6
4d6d6280,Batter,Salman Butt,Salman Butt,Left-hand bat,Right-arm offbreak,22.28458498,7
73cbe848,Bowler,Salman Fayyaz,Salman Fayyaz,Left-hand bat,Legbreak googly,9.666666667,7
30afc92b,Bowler,Salman Irshad,Salman Irshad,Right-hand bat,Right-arm fast-medium,17.69230769,7
7ab1eab7,Bowler,Salman Mirza,Salman Mirza,Right-hand bat,Left-arm fast,11,7
45de8d3e,Bowler,Samiullah Khan,Samiullah Khan,Right-hand bat,Left-arm medium-fast,1.5,7
96a2336e,Opening batter,Sami Aslam,Sami Aslam,Left-hand bat,Right-arm medium,28.85294118,8
3be224b0,Bowler,Sameen Gul,Sameen Gul,Right-hand bat,Right-arm medium,15.3125,7
2b001132,Unknown,Sana Javed,Sana Javed,Right-hand bat,Right-arm medium-fast,11.5,7
b287e7b1,Bowler,Sana Mir,Sana Mir,Right-hand bat,Right-arm offbreak,19.65229885,7
e5be2427,Unknown,Sania Khan,Sania Khan,Right-hand bat,Right-arm medium,15.82608696,7
047c67ba,Bowler,Saqlain Mushtaq,Saqlain Mushtaq,Right-hand bat,Right-arm offbreak,27.23809524,7
74644db4,Unknown,Saqib Khan,Saqib Khan,,,,8
2254ab79,Wicketkeeper batter,Sarfraz Ahmed,Sarfraz Ahmed,Right-hand bat,Right-arm offbreak,22.24036697,7
1b437434,Bowler,Sarfraz Nawaz,Sarfraz Nawaz,Right-hand bat,Right-arm fast-medium,,8
97d2ba22,Unknown,Shadab Kabir,Shadab Kabir,Left-hand bat,Right-arm offbreak,,6
3d189742,Bowler,Shabbir Ahmed,Shabbir Ahmed,Right-hand bat,Right-arm fast-medium,38.75555556,8
d07c1b2f,Middle-order batter,Saud Shakeel,Saud Shakeel,Left-hand bat,Slow left-arm orthodox,27.15189873,7
9de62878,Allrounder,Shadab Khan,Shadab Khan,Right-hand bat,Legbreak,20.09066306,7
8c3483ce,Unknown,Shafiq Ahmed,Shafiq Ahmed,Right-hand bat,Right-arm medium,,7
27dffd13,Unknown,Shahid Israr,Shahid Israr,Right-hand bat,,,6
cfa79ab1,Unknown,Shahid Mahboob,Shahid Mahboob,Right-hand bat,Right-arm fast-medium,,6
78555f5f,Unknown,Shafqat Rana,Shafqat Rana,Right-hand bat,Right-arm medium,,7
0dc00542,Allrounder,Shahid Afridi,Shahid Afridi,Right-hand bat,Legbreak googly,21.55732726,7
45a7e761,Bowler,Shaheen Shah Afridi,Shaheen Shah Afridi,Left-hand bat,Left-arm fast,31.77586207,8
cf5253d1,Unknown,Shahid Mahmood,Shahid Mahmood (2),Left-hand bat,Left-arm medium,,7
7298fa49,Batter,Shahid Yousuf,Shahid Yousuf,Right-hand bat,Right-arm medium-fast,9.285714286,7
e5038867,Unknown,Shahid Saeed,Shahid Saeed,Right-hand bat,Right-arm medium,,6
53fa8a73,Bowler,Shahid Nazir,Shahid Nazir,Right-hand bat,Right-arm fast-medium,63.6,9
7ccbb09f,Bowler,Shahnawaz Dhani,Shahnawaz Dhani,Right-hand bat,Right-arm fast-medium,18.3258427,7
193ef196,Opening batter,Sharjeel Khan,Sharjeel Khan,Left-hand bat,Legbreak,14.26174497,7
adb2f55e,Batter,Shawaal Zulfiqar,Shawaal Zulfiqar,Right-hand bat,Right-arm offbreak,6.8125,7
08fda2e1,Opening batter,Shoaib Khan jnr,Shoaib Khan jnr,Left-hand bat,Right-arm medium-fast,1,7
10a91f35,Bowler,Shoaib Akhtar,Shoaib Akhtar,Right-hand bat,Right-arm fast,27.5952381,7
64c34cd0,Allrounder,Shoaib Malik,Shoaib Malik,Right-hand bat,Right-arm offbreak,18.19387075,7
019ca34a,Unknown,Shawaiz Irfan,Shawaiz Irfan,Right-hand bat,,0,7
153c67dc,Unknown,Shozab Raza,Shozab Raza,,,,8
f4f6b9b3,Unknown,Shujauddin,Shujauddin,Right-hand bat,Slow left-arm orthodox,,8
1226ec2c,Opening batter,Shoaib Mohammad,Shoaib Mohammad,Right-hand bat,Right-arm offbreak,,6
72c9ad99,Opening batter,Sidra Ameen,Sidra Ameen,Right-hand bat,Right-arm medium-fast,14.28440367,7
ca3ded6f,Wicketkeeper batter,Sidra Nawaz,Sidra Nawaz,Right-hand bat,,7.917127072,7
9e84ba17,Unknown,Siddiq Khan,Siddiq Khan,Right-hand bat,Right-arm offbreak,,7
56d588b3,Unknown,Sibtain Mushtaq,Sibtain Mushtaq,Right-hand bat,Legbreak,,8
67123876,Bowler,Sikander Bakht,Sikander Bakht,Right-hand bat,Right-arm medium-fast,,7
b98b5e1c,Middle-order batter,Sohaib Maqsood,Sohaib Maqsood,Right-hand bat,Right-arm offbreak,10.95348837,7
6a633d13,Bowler,Sohaibullah,Sohaibullah,Left-hand bat,Left-arm medium,1,7
5af743d0,Bowler,Sohail Khan,Sohail Khan,Right-hand bat,Right-arm fast-medium,22.43930636,7
1ff2f550,Allrounder,Sohail Akhtar,Sohail Akhtar,Right-hand bat,Right-arm medium,10.26984127,7
64d43928,Bowler,Sohail Tanvir,Sohail Tanvir,Left-hand bat,Left-arm medium-fast,18.12092391,7
4277234d,Bowler,Sufiyan Muqeem,Sufiyan Muqeem,Left-hand bat,Left-arm wrist-spin,16.88888889,7
26871a06,Unknown,Sukhan Faiz,Sukhan Faiz,Right-hand bat,,,6
913f0027,Unknown,Sultan Khan,Sultan Khan,,,,8
d4f0c300,Unknown,Sumaiya Siddiqi,Sumaiya Siddiqi,Right-hand bat,Right-arm medium,15.06382979,7
4cf8708b,Allrounder,Syeda Aroob Shah,Syeda Aroob Shah,Right-hand bat,Legbreak googly,7.692307692,7
43d9353a,Bowler,Syed Faridoun,Syed Faridoun,Right-hand bat,Left-arm wrist-spin,0,7
f09fc8fb,Bowler,Tabish Khan,Tabish Khan,Right-hand bat,Right-arm fast-medium,85.5,9
cbe648e9,Bowler,Tahir Naqqash,Tahir Naqqash,Right-hand bat,Right-arm fast-medium,,7
d09adb5b,Unknown,Tahir Shah,Tahir Shah,Right-hand bat,Right-arm medium,,7
1df4131e,Unknown,Talat Ali,Talat Ali,Right-hand bat,Right-arm medium,,6
4457365c,Unknown,Tanveer Sikandar,Tanveer Sikandar,Right-hand bat,Right-arm medium,9,7
93f104b4,Bowler,Tanvir Ahmed,Tanvir Ahmed (1),Right-hand bat,Right-arm fast-medium,53.65,8
1008518c,Unknown,Tariq Rasheed,Tariq Rasheed,Right-hand bat,Right-arm offbreak,,8
f14f6525,Unknown,Taslim Arif,Taslim Arif,Right-hand bat,Right-arm medium,,7
937553a0,Unknown,Tasqeen Qadeer,Tasqeen Qadeer,Right-hand bat,Right-arm medium-fast,5.333333333,7
bf350134,Bowler,Tasmia Rubab,Tasmia Rubab,Right-hand bat,Left-arm medium-fast,-2,7
c73bb037,Batter,Taufeeq Umar,Taufeeq Umar,Left-hand bat,Right-arm offbreak,36.84931507,8
6b972db7,Bowler,Tayyab Abbas,Tayyab Abbas,Left-hand bat,Left-arm medium-fast,13.16666667,7
a0150cfc,Bowler,Tauseef Ahmed,Tauseef Ahmed,Right-hand bat,Right-arm offbreak,,7
9cdc8c06,Bowler,Tayyab Abbas,Tayyab Abbas (2),Right-hand bat,Right-arm medium-fast,,7
431f8af4,Middle-order batter,Tayyab Tahir,Tayyab Tahir,Right-hand bat,Legbreak googly,5.857142857,7
0d56e9a5,Bowler,Tuba Hassan,Tuba Hassan,Right-hand bat,Legbreak,11.73404255,7
f69f1d8a,Bowling allrounder,Umaid Asif,Umaid Asif,Right-hand bat,Right-arm medium-fast,16.94949495,7
cc535250,Bowler,Ubaid Shah,Ubaid Shah,Right-hand bat,Right-arm fast-medium,0,7
aa8b4568,Unknown,Umair Masood,Umair Masood,Right-hand bat,,10.33333333,7
821d7d46,Top-order batter,Umaima Sohail,Umaima Sohail,Right-hand bat,Right-arm offbreak,12.84259259,7
fd2bf2a0,Middle-order batter,Umar Akmal,Umar Akmal,Right-hand bat,Right-arm offbreak,18.44368601,7
16dfcc19,Bowler,Umar Gul,Umar Gul,Right-hand bat,Right-arm fast-medium,30.59166667,8
3.03E+285,Top-order batter,Umar Amin,Umar Amin,Left-hand bat,Right-arm medium,11.98373984,7
8efab8ed,Opening batter,Umar Siddiq,Umar Siddiq,Left-hand bat,Right-arm offbreak,18,7
db3643f3,Bowler,Umer Khan,Umer Khan,Left-hand bat,Slow left-arm orthodox,14.42857143,7
6ee11109,Bowler,Umm-e-Hani,Umm-e-Hani,Right-hand bat,Right-arm offbreak,14.83050847,7
1ff39d69,Unknown,Urooj Mumtaz,Urooj Mumtaz,Right-hand bat,Legbreak,28.875,8
6dd8b88c,Bowler,Usama Mir,Usama Mir,Right-hand bat,Legbreak,19.37980769,7
33742f04,Bowler,Usman Qadir,Usman Qadir,Left-hand bat,Legbreak,15.31007752,7
bafb9238,Top-order batter,Usman Khan,Usman Khan (2),Right-hand bat,Right-arm offbreak,8,7
5a7405f1,Middle-order batter,Usman Salahuddin,Usman Salahuddin,Right-hand bat,,8.666666667,7
f0e722e0,Bowler,Usman Shinwari,Usman Shinwari,Right-hand bat,Left-arm medium-fast,19.94086022,7
e94d1dcd,Unknown,Usman Tariq,Usman Tariq,Right-hand bat,Right-arm offbreak,7.6,7
b3118300,Bowler,Wahab Riaz,Wahab Riaz,Right-hand bat,Left-arm fast,23.7092883,7
792d0178,Bowler,Waheeda Akhtar,Waheeda Akhtar,Right-hand bat,Right-arm medium-fast,16.35714286,7
9e49b9ab,Unknown,Wajahatullah Wasti,Wajahatullah Wasti,Right-hand bat,Right-arm offbreak,,6
270416d5,Unknown,Waleed Yaqub,Waleed Yaqub,,,,7
4d066116,Unknown,Waqar Hasan,Waqar Hasan,Right-hand bat,Right-arm bowler,,7
f59b3bd1,Bowler,Waqas Maqsood,Waqas Maqsood,Left-hand bat,Left-arm fast-medium,20.5,7
d8906a73,Bowler,Waqar Younis,Waqar Younis,Right-hand bat,Right-arm fast,26.7,7
126e56a1,Bowler,Wasim Akram,Wasim Akram,Left-hand bat,Left-arm fast,33.1875,8
c77d4343,Wicketkeeper batter,Wasim Bari,Wasim Bari (2),Right-hand bat,Right-arm bowler,,7
d8bce357,Allrounder,Wasim Raja,Wasim Raja,Left-hand bat,Legbreak googly,,8
ddd2afde,Unknown,Wazir Mohammad,Wazir Mohammad,Right-hand bat,Right-arm bowler,,6
add68fb0,Unknown,Yasir Ali,Yasir Ali (2),Right-hand bat,Right-arm fast-medium,,8
015d39fe,Unknown,W Mathias,W Mathias,Right-hand bat,Right-arm medium,,6
3cf5ae43,Allrounder,Yasir Arafat,Yasir Arafat,Right-hand bat,Right-arm fast-medium,20.34199134,7
f144d99b,Top-order batter,Yasir Hameed,Yasir Hameed,,,22.18691589,7
4f1bb625,Top-order batter,Yasir Khan,Yasir Khan,Right-hand bat,,3.625,7
f2800ef3,Bowler,Yasir Shah,Yasir Shah,Right-hand bat,Legbreak googly,50.4024024,8
9879e58c,Unknown,Younis Ahmed,Younis Ahmed,,,,7
33cb3411,Middle-order batter,Younis Khan,Younis Khan,,,28.15136054,7
9fd3a210,Bowler,Zafar Gohar,Zafar Gohar,Left-hand bat,Slow left-arm orthodox,46.01005025,8
0ee98863,Middle-order batter,Zaheer Abbas,Zaheer Abbas,Right-hand bat,Right-arm offbreak,,7
a0e4f835,Middle-order batter,Zahid Fazal,Zahid Fazal,,,,7
ba158afd,Bowler,Zahid Mahmood,Zahid Mahmood,Right-hand bat,Legbreak,22.11320755,7
d2b4983e,Unknown,Zahoor Elahi,Zahoor Elahi,Right-hand bat,Right-arm medium,,7
7019e646,Unknown,Zaigham Mansoor,Zaigham Mansoor,Right-hand bat,Right-arm medium,,8
2.84E+15,Bowler,Zaman Khan,Zaman Khan,Right-hand bat,Right-arm fast,20.99333333,7
51aff1d4,Unknown,Zakir Khan,Zakir Khan,Right-hand bat,Right-arm fast-medium,,6
5537565f,Unknown,Zameer Haider,Zameer Haider,,,,7
4b345629,Wicketkeeper batter,Zeeshan Ashraf,Zeeshan Ashraf,Left-hand bat,Right-arm offbreak,4.470588235,7
6e140182,Opening batter,Zeeshan Malik,Zeeshan Malik,Right-hand bat,Right-arm offbreak,,8
aad2830e,Bowling allrounder,Zeeshan Zameer,Zeeshan Zameer,Right-hand bat,Right-arm fast-medium,4.5,7
a3a1c7ef,Allrounder,Zohaib Khan,Zohaib Khan,Right-hand bat,Slow left-arm orthodox,5.5,7
4.25E+16,Unknown,Ziauddin Burney,Ziauddin Burney,Right-hand bat,Right-arm medium-fast,,6
ca17c3b1,Unknown,Zulfiqar Ahmed,Zulfiqar Ahmed,Right-hand bat,Right-arm offbreak,,6
3a0f6df2,Bowler,Zulfiqar Babar,Zulfiqar Babar,Right-hand bat,Slow left-arm orthodox,41.59130435,8
ee9bdbc8,Wicketkeeper batter,Zulqarnain Haider,Zulqarnain Haider,Right-hand bat,,17.83333333,7
9bf23c13,Unknown,Zulqarnain,Zulqarnain,Right-hand bat,,,8
6ef9a32f,Unknown,Abdulla Bhoola,Abdulla Bhoola,Right-hand bat,,0,7
5a42db78,Unknown,Abdullah Jasat,Abdullah Jasat,Right-hand bat,Left-arm medium,9.076923077,7
a90e8bcf,Unknown,Ahmadi Ravat,Ahmadi Ravat,Right-hand bat,,0,7
a09323d8,Unknown,AM Patel,AM Patel,Right-hand bat,Right-arm medium,9.75,7
9c91218d,Unknown,A Natubhai Ahir,A Natubhai Ahir,Right-hand bat,Left-arm medium,18.23529412,7
a8c5552f,Unknown,Aslam Doria,Aslam Doria,Right-hand bat,Right-arm medium,8.222222222,7
e205ce8b,Unknown,FL Patel,FL Patel,Right-hand bat,Right-arm medium,5.4,7
424a646f,Allrounder,D Ahir,D Ahir,Left-hand bat,Slow left-arm orthodox,8.058823529,7
2e3c45d3,Unknown,HJ Patel,HJ Patel,Right-hand bat,,4,7
