id,position,cricsheet_name,unique_name,batting_style,bowling_style,matchpoints_avg,cost
021b4be9,Unknown,M Matine,M Matine,,,3,7
7f97139f,Unknown,O Mondlane,O Mondlane,,,10.53846154,7
efca38df,Unknown,P Cuinica,P Cuinica,Right-hand bat,Right-arm medium,9.714285714,7
e8271d27,Unknown,RF Duvane,RF Duvane,Right-hand bat,,2.833333333,7
2a753483,Unknown,RO Mazumba,RO Mazumba,Right-hand bat,Right-arm medium-fast,8.894736842,7
55a316db,Unknown,RD Liasse,RD Liasse,Right-hand bat,,,8
b8b95e44,Unknown,SDJJ Dima,SDJJ Dima,Right-hand bat,Right-arm offbreak,7.473684211,7
2832fbba,Unknown,R Haiong,R Haiong,Left-hand bat,Left-arm medium,3.161290323,7
8b6aebf7,Unknown,SF Nhavotso,SF Nhavotso,,,6.714285714,7
da06703a,Unknown,S Guambe,S Guambe,Right-hand bat,,0,7
078c4e60,Unknown,TJE Chiracheque,TJE Chiracheque,Right-hand bat,,1,7
1439a13c,Unknown,VE Tembo,VE Tembo,Right-hand bat,,2.066666667,7
03ef382c,Unknown,ZE Matsinhe,ZE Matsinhe,Right-hand bat,Right-arm medium,4.785714286,7
aac82442,Unknown,AE Moe,AE Moe,Right-hand bat,,2.111111111,7
648d060e,Unknown,Aung Ko Ko,Aung Ko Ko,Right-hand bat,Legbreak,5.88,7
37f3bba0,Unknown,Aye Min Than,Aye Min Than,Right-hand bat,Right-arm medium,,8
c343a8c6,Unknown,H Lin Aung,H Lin Aung,Right-hand bat,Right-arm offbreak,9.153846154,7
860042f6,Unknown,HH Aung,HH Aung,Right-hand bat,Right-arm medium,4.130434783,7
2e005bfd,Unknown,H Lin Oo,H Lin Oo,Right-hand bat,Right-arm medium-fast,2.586206897,7
3543e384,Unknown,Hein Zin Aung,Hein Zin Aung,Right-hand bat,Right-arm medium,3.2,7
ad2efd29,Unknown,Khin Aye,Khin Aye,Right-hand bat,Right-arm medium-fast,8.944444444,7
6cf75582,Unknown,KK Lin Thu,KK Lin Thu,Right-hand bat,Right-arm medium-fast,7.84375,7
ec687c3a,Unknown,LL Htun,LL Htun,Right-hand bat,Right-arm medium,15.32075472,7
c1b4e25c,Unknown,KM Myat,KM Myat,Right-hand bat,Right-arm medium,8.58974359,7
ae1300a0,Unknown,Lwin Maw,Lwin Maw,Right-hand bat,Legbreak,0,7
5bc290a2,Unknown,MPP San,MPP San,Right-hand bat,Right-arm medium,15.07272727,7
1eb5affb,Unknown,Paing Danu,Paing Danu,Right-hand bat,Right-arm medium-fast,14.77272727,7
cebbf3c9,Unknown,Myat Thu Aung,Myat Thu Aung,Right-hand bat,Right-arm medium-fast,5.444444444,7
45b5ce8d,Unknown,Nyeing Cham Soe,Nyeing Cham Soe,Right-hand bat,Right-arm medium-fast,7.72,7
5319f95b,Unknown,Nay Lin Htun,Nay Lin Htun,Right-hand bat,Right-arm medium-fast,1,7
9fcaeb60,Unknown,Pan Ei Phyu,Pan Ei Phyu,,,4.25,7
09e86895,Unknown,Pyae Phyo Wai,Pyae Phyo Wai,Left-hand bat,Slow left-arm orthodox,11.28125,7
9ee21ee4,Unknown,Swann Htet Ko Ko,Swann Htet Ko Ko,Right-hand bat,,5.692307692,7
48a372a4,Unknown,Thae Thae Po,Thae Thae Po,,,3.826086957,7
242f5b1f,Unknown,S Htet Wai,S Htet Wai,Right-hand bat,Right-arm medium-fast,2.833333333,7
2e092d2c,Unknown,Thuya Aung,Thuya Aung,Right-hand bat,,10.80555556,7
11430949,Unknown,San Nyo Htwe,San Nyo Htwe,Right-hand bat,Right-arm medium,0.25,7
57fb24e6,Unknown,TT Aung,TT Aung,Right-hand bat,Right-arm medium,9.447368421,7
59f44fde,Unknown,TT Soe,TT Soe,Right-hand bat,Right-arm offbreak,22.19298246,7
33d65ab4,Unknown,SY Win,SY Win,Right-hand bat,Right-arm medium,15.8,7
b0e34996,Unknown,YK Ko Aung,YK Ko Aung,Right-hand bat,Right-arm offbreak,3.625,7
ea28e189,Unknown,Y Naing Kyaw,Y Naing Kyaw,Right-hand bat,Right-arm medium-fast,0,7
97b109d2,Unknown,Y Naing Tun,Y Naing Tun,Right-hand bat,,7.333333333,7
8d0543ce,Unknown,ZL Thoon,ZL Thoon,Right-hand bat,Right-arm offbreak,23.38095238,7
3b492b8d,Unknown,Zon Lin,Zon Lin,Right-hand bat,Right-arm medium,16.89361702,7
b5714cf9,Unknown,ZL Win,ZL Win,Right-hand bat,,14.25490196,7
cdf63aaa,Unknown,ZT Kyaw,ZT Kyaw,Right-hand bat,Right-arm medium,12.83673469,7
e9e37173,Unknown,A Busing-Volschenk,A Busing-Volschenk,Right-hand bat,Right-arm medium,16,7
4347a4ae,Unknown,AJ Burger,AJ Burger,Right-hand bat,Legbreak,19.23529412,7
5eecae5d,Unknown,A Louw,A Louw,Right-hand bat,Right-arm offbreak,,6
411d28f6,Unknown,A Maasz,A Maasz,,,,7
02610bad,Unknown,A van der Merwe,Adri van der Merwe,Right-hand bat,Right-arm medium,9.181818182,7
06209a4c,Unknown,A van Schoor,A van Schoor,,,8.0625,7
55053e4b,Unknown,AW Louw,AW Louw,,,,7
09a2da4e,Unknown,B Jacobs,B Jacobs,Right-hand bat,Right-arm medium,,6
540ffb25,Unknown,BL Kotze,BL Kotze,Right-hand bat,Right-arm fast-medium,17.3125,7
06cbeba1,Unknown,B Manuel,B Manuel,Right-hand bat,,0.846153846,7
e85d03d6,Bowler,BM Scholtz,BM Scholtz,Right-hand bat,Slow left-arm orthodox,22.28316327,7
047945ae,Unknown,BO van Rooi,BO van Rooi,Right-hand bat,Right-arm medium,7.111111111,7
c26cd57a,Bowler,B Shikongo,B Shikongo,Right-hand bat,Right-arm medium-fast,16.09836066,7
e16e7347,Top-order batter,CG Williams,CG Williams,Right-hand bat,Right-arm medium,20.75892857,7
2b995cf0,Unknown,CF Snyman,CF Snyman,Right-hand bat,Right-arm medium,12.18181818,7
277d2704,Unknown,C Kauripeke,C Kauripeke,Right-hand bat,Right-arm medium,37.5,8
8.56E+66,Unknown,Claus Schumacher,Claus Schumacher,,,,6
1928197a,Unknown,C Olivier,C Olivier,Right-hand bat,Right-arm medium-fast,,7
8dc305e7,Bowler,C Peake,C Peake,Right-hand bat,Legbreak,11.25,7
f7b2cbe8,Allrounder,C Viljoen,C Viljoen,Right-hand bat,Right-arm medium,33.48044693,8
904288fe,Unknown,C Thorburn,C Thorburn,,,,7
6e849a7b,Unknown,CW Coombe,CW Coombe,Right-hand bat,Right-arm fast-medium,17.65517241,7
5ee47383,Unknown,DB Kotze,DB Kotze,Right-hand bat,Right-arm offbreak,9.611111111,7
5596d5bf,Unknown,D Foerster,D Foerster,Right-hand bat,Right-arm medium,9.509615385,7
20fef1f3,Wicketkeeper,D Dreyer,D Dreyer,,,1.333333333,7
34c823b0,Unknown,D Keulder,D Keulder,Right-hand bat,Right-arm offbreak,13.25,7
48301a4b,Opening batter,D la Cock,D la Cock,Right-hand bat,Legbreak,12.57142857,7
e28bb0b9,Middle-order batter,DO Leicher,DO Leicher,Right-hand bat,Right-arm medium,6.615384615,7
a3f5c077,Unknown,D Nell,D Nell,Right-hand bat,Right-arm medium-fast,17.5,7
388d5a78,Unknown,D van Schoor,D van Schoor,Right-hand bat,Legbreak,12,7
aa8d28ae,Allrounder,D Wiese,D Wiese,Right-hand bat,Right-arm medium-fast,22.01640927,7
e56988a1,Unknown,E Du Plooy,E Du Plooy,,,,6
a476d6d0,Unknown,E Lassen,E Lassen,,,,8
96f5a23a,Unknown,E Steenkamp,E Steenkamp,Right-hand bat,,2.75,7
6d97d2e2,Unknown,E Simeon,E Simeon,,,9.428571429,7
e7068bfd,Unknown,EU Kejarukua,EU Kejarukua,Right-hand bat,Right-arm medium,21.5,7
1fb4d3ee,Unknown,E van Wyk,E van Wyk,Right-hand bat,Right-arm medium,,8
79ff52b5,Unknown,E Van Zyl,E Van Zyl,Right-hand bat,,4.263157895,7
c4bf47e7,Unknown,F Coetzee,F Coetzee,Right-hand bat,Left-arm fast-medium,,6
2085b848,Unknown,F Rautenbach,F Rautenbach,Right-hand bat,Legbreak,,6
18356eb3,Unknown,GB Murgatroyd,GB Murgatroyd,Right-hand bat,Right-arm medium,7.75,7
1155557a,Top-order batter,GJ Rudolph,GJ Rudolph,Right-hand bat,Legbreak,,6
602db3d9,Unknown,GJ van Rensburg,GJ van Rensburg,Right-hand bat,Legbreak,6.545454545,7
5af592d2,Unknown,G Snyman,G Snyman,,,23.90217391,7
41299a4e,Unknown,Hannes van Vuuren,Hannes van Vuuren,,,,8
d2eb0b8c,Unknown,H de Klerk,H de Klerk,Right-hand bat,Right-arm medium,6.5,7
fd085105,Unknown,Hein Heydenrych,Hein Heydenrych,,,,6
48f9193f,Unknown,H Hugo,H Hugo,,,,7
e6bf8162,Bowler,H Klazinge,H Klazinge,Right-hand bat,Right-arm fast,27.53846154,7
88c4a8e8,Unknown,I Opperman,I Opperman,Right-hand bat,Right-arm offbreak,28.06666667,7
915264c2,Middle-order batter,HN Ya France,HN Ya France,Right-hand bat,Right-arm offbreak,10.96875,7
44c3cb6d,Unknown,I van Zyl,I van Zyl,Right-hand bat,Right-arm medium,14.52380952,7
b72a8938,Unknown,JA Diergaardt,JA Diergaardt,Right-hand bat,Right-arm medium,12.48888889,7
75be3b2a,Middle-order batter,JC Balt,JC Balt,Left-hand bat,Right-arm offbreak,6.571428571,7
2adb9943,Unknown,J Davidson,J Davidson,Right-hand bat,Right-arm fast,18.38461538,7
3847ec84,Unknown,JI de Villiers,JI de Villiers,Right-hand bat,Right-arm medium,7.857142857,7
85d0d93d,Unknown,JJ Luck,JJ Luck,,,,6
bb134e5c,Bowling allrounder,JJ Smit,JJ Smit,Right-hand bat,Left-arm medium-fast,23.45047923,7
4170b506,Unknown,J Linde,J Linde,Left-hand bat,Left-arm medium,,8
7e758bb2,Unknown,JL Louw,JL Louw,,,13.5,7
f468293b,Batting allrounder,JN Loftie-Eaton,JN Loftie-Eaton,,,14.98224852,7
3c87f0c3,Allrounder,JN Frylinck,JN Frylinck,Left-hand bat,Left-arm fast-medium,19.63701068,7
9f308dfc,Batter,JP Kotze,JP Kotze,Left-hand bat,,11.8255814,7
537021f5,Bowler,JT Brassell,JT Brassell,Right-hand bat,Right-arm medium,9.978723404,7
fa9fdefa,Unknown,KA Green,KA Green,Right-hand bat,Right-arm medium,18.44578313,7
b9da0353,Unknown,KB Burger,KB Burger,Right-hand bat,Left-arm medium,8.333333333,7
27b8d7b6,Middle-order batter,K Birkenstock,K Birkenstock,Left-hand bat,Right-arm fast-medium,10.06060606,7
60853fae,Unknown,K van Wyk,K van Wyk,Right-hand bat,Right-arm medium-fast,,6
59e78f2e,Unknown,L Haccou,L Haccou,Right-hand bat,,,8
6f4d314b,Unknown,LJ Burger,LJ Burger,Right-hand bat,Right-arm medium,14.66666667,7
b018e1eb,Wicketkeeper batter,L Louwrens,L Louwrens,Right-hand bat,,17.3875,7
248b72c3,Unknown,L Klazinga,L Klazinga,Right-hand bat,Right-arm fast-medium,19.23529412,7
2.92E+05,Batter,LP van der Westhuizen,LP van der Westhuizen,Left-hand bat,Slow left-arm orthodox,15.94827586,7
f1828fe8,Unknown,Marthinus Louw,Marthinus Louw,,,,6
c51add25,Batter,MB Kruger,MB Kruger,Right-hand bat,,7.176470588,7
7612d2cc,Unknown,M Bosman,M Bosman,Right-hand bat,,2,7
e5ad357a,Wicketkeeper batter,MD du Preez,MD du Preez,Right-hand bat,Legbreak,3.517241379,7
95a5e066,Allrounder,MG Erasmus,MG Erasmus,Right-hand bat,Right-arm offbreak,22.94444444,7
b34d91ec,Bowler,MG Kariata,MG Kariata,Right-hand bat,Left-arm medium-fast,13.5,7
d034d60a,Unknown,M Gorases,M Gorases,Right-hand bat,,9.521126761,7
856a5e81,Unknown,M Karg,M Karg,Right-hand bat,,11.4,7
55adb7a4,Bowler,M Mutumbe,M Mutumbe,Left-hand bat,Right-arm medium,12,7
92b9e9af,Unknown,M Mwatile,M Mwatile,Right-hand bat,Right-arm offbreak,11.15,7
ceda8fef,Unknown,MP Delport,MP Delport,Right-hand bat,Right-arm offbreak,,8
7a03f67d,Unknown,MP Enright,MP Enright,Right-hand bat,Right-arm medium,23.36363636,7
0e283b75,Unknown,M Short,M Short,Right-hand bat,Left-arm medium,28.47619048,8
7eb36269,Bowling allrounder,M van Lingen,M van Lingen,,,16.61983471,7
74bd2653,Unknown,M van Schoor,M van Schoor,Right-hand bat,,9.1,7
58317766,Unknown,N Benjamin,N Benjamin,Right-hand bat,Right-arm medium,10.35714286,7
72e361fe,Batter,N Davin,N Davin,Right-hand bat,Legbreak,9.595238095,7
47e20f64,Unknown,NRP Scholtz,NRP Scholtz,Left-hand bat,Legbreak,13.65822785,7
bb20e182,Bowling allrounder,P Burger,P Burger,Right-hand bat,Legbreak googly,22.29411765,7
20ab5aad,Bowler,PD Blignaut,PD Blignaut,Right-hand bat,Slow left-arm orthodox,13.91666667,7
ab39592b,Unknown,Pieter Groenewald,Pieter Groenewald,Right-hand bat,Right-arm offbreak,,7
ecfc99ce,Unknown,P Rossouw,P Rossouw,Right-hand bat,Right-arm medium-fast,6,7
972e3865,Unknown,RAH Pitchers,RAH Pitchers,Right-hand bat,Right-arm offbreak,12.08333333,7
4cf05de9,Unknown,Reehana Khan,Reehana Khan,Right-hand bat,Right-arm medium,10.09677419,7
75501b9e,Unknown,Rianie Esterhuizen,Rianie Esterhuizen,Right-hand bat,Right-arm medium,8,7
0882b3f1,Unknown,RJ van Vuuren,RJ van Vuuren,Right-hand bat,Right-arm fast-medium,22,7
ff6a7ab5,Bowler,R Trumpelmann,R Trumpelmann,Right-hand bat,Left-arm fast,23.50943396,7
d32a4a41,Unknown,R Walters,R Walters,Right-hand bat,,-1,7
57ac1d99,Unknown,R van Schoor,R van Schoor,Right-hand bat,Right-arm medium,16.07246377,7
531aef3b,Unknown,SA Wittmann,SA Wittmann,Right-hand bat,Right-arm medium,14.51145038,7
9ff7f691,Allrounder,SF Burger,SF Burger,Right-hand bat,Right-arm medium-fast,24.13793103,7
89ce57a8,Top-order batter,S Fouché,S Fouché,Right-hand bat,Right-arm medium,,6
15fabcbb,Unknown,S Groenewald,S Groenewald,Right-hand bat,Right-arm offbreak,-0.5,7
31e31116,Unknown,SJ Swanepoel,SJ Swanepoel,Right-hand bat,,3.9,7
9cefa638,Unknown,S Schoonbee,S Schoonbee,,,,8
71cc38ef,Unknown,S Loftie-Eaton,S Loftie-Eaton,,,,6
a9e9ef75,Unknown,SJ Loftie-Eaton,SJ Loftie-Eaton,Right-hand bat,Right-arm medium-fast,,8
e8511411,Batter,SJ Baard,SJ Baard,Right-hand bat,Right-arm medium-fast,18.87428571,7
ba0e04b2,Unknown,S Namusha,S Namusha,Right-hand bat,Right-arm medium,13.16666667,7
1b3f7dbb,Unknown,SN Shihepo,SN Shihepo,Right-hand bat,Right-arm medium,13.34710744,7
a6179255,Unknown,ST Ackermann,ST Ackermann,Right-hand bat,Right-arm medium,,7
4043e3b0,Bowler,SPS Shikongo,SPS Shikongo,Right-hand bat,Right-arm medium-fast,9.333333333,7
13f7c5f4,Unknown,S Tuhadeleni,S Tuhadeleni,Right-hand bat,Right-arm medium,22.53333333,7
1688f2dc,Bowler,T Lungameni,T Lungameni,Right-hand bat,Left-arm medium,18.7797619,7
da44ae21,Unknown,T Verwey,T Verwey,Right-hand bat,Legbreak,2.142857143,7
d758a366,Unknown,V Hamunyela,V Hamunyela,Right-hand bat,Right-arm offbreak,14.01041667,7
e2dae8f4,Unknown,Willem Prinsloo,Willem Prinsloo,,,,8
ad209cfe,Unknown,W Els,W Els,,,4,7
5728635a,Unknown,W Mwatile,W Mwatile,Right-hand bat,Right-arm medium,18.27972028,7
094942b3,Top-order batter,W van Vuuren,W van Vuuren,Right-hand bat,,16.375,7
ade5c0c0,Middle-order batter,Yasmeen Khan,Yasmeen Khan,Right-hand bat,Right-arm medium,12.13207547,7
63769bc7,Unknown,W van Wyk,W van Wyk,Left-hand bat,Right-arm medium-fast,,6
8716233e,Wicketkeeper batter,ZE Green,ZE Green,Left-hand bat,,13.47701149,7
017faef2,Allrounder,Z Groenewald,Z Groenewald,Left-hand bat,Slow left-arm orthodox,20.32352941,7
279c51f0,Unknown,Aakash Chand,Aakash Chand,Right-hand bat,Right-arm medium,26.3,7
2c2013a9,Bowler,A Bhattarai,A Bhattarai,Right-hand bat,Left-arm medium,22.12121212,7
cd4d7695,Top-order batter,Aarif Sheikh,Aarif Sheikh,Right-hand bat,Right-arm medium,10.79220779,7
dcbea954,Wicketkeeper batter,Aasif Sheikh,Aasif Sheikh,Right-hand bat,,16.32075472,7
bdac9f0f,Unknown,A Bidari,A Bidari,Right-hand bat,Legbreak,15.5,7
64fb6b15,Bowler,A Bohara,A Bohara,Right-hand bat,Right-arm medium,18.74015748,7
b62aea3c,Unknown,Adhip Pradhan,Adhip Pradhan,,,,8
e1492aed,Unknown,A Karmacharya,A Karmacharya,Right-hand bat,Right-arm medium,14.66037736,7
357f5314,Bowler,A Karn,A Karn,Right-hand bat,Left-arm medium,17.44444444,7
defd49f6,Opening batter,AK Mandal,AK Mandal,Right-hand bat,,12.05263158,7
5b1d6583,Wicketkeeper,AK Sah,AK Sah,Right-hand bat,Right-arm offbreak,12.3220339,7
e15d9f04,Bowler,Anjali Chand,Anjali Chand,Right-hand bat,Right-arm offbreak,54.85714286,8
94b8d7dd,Wicketkeeper batter,A Saud,A Saud,Right-hand bat,,12.96,7
eb765b41,Unknown,Apsari Begam,Apsari Begam,Right-hand bat,Right-arm medium,2.714285714,7
218c7eab,Unknown,Basir Ahamad,Basir Ahamad,Left-hand bat,Slow left-arm orthodox,12.7,7
c620f573,Unknown,Basu Karn,Basu Karn,,,,8
8603d942,Unknown,BB Pradhan,BB Pradhan,,,,8
82342b13,Wicketkeeper batter,B Bhandari,B Bhandari,Right-hand bat,Right-arm bowler,11.76190476,7
97463e7d,Bowler,Bikram Sob,Bikram Sob,Right-hand bat,Right-arm fast-medium,12.41176471,7
edc2a9c6,Unknown,B Karki,B Karki,Left-hand bat,Slow left-arm orthodox,35.36363636,8
d0c5dad4,Unknown,BK Das,BK Das,Right-hand bat,Right-arm medium,15.82352941,7
4d1cc284,Allrounder,B Rawal,B Rawal,Left-hand bat,,5.226415094,7
fbdc8309,Middle-order batter,B Sharki,B Sharki,Right-hand bat,Right-arm offbreak,15.7037037,7
98d05440,Bowler,B Regmi,B Regmi,Left-hand bat,Slow left-arm orthodox,27.38461538,7
ef07f354,Bowling allrounder,B Yadav,B Yadav,Right-hand bat,Right-arm medium,3.62962963,7
02e58a32,Unknown,C Sawad,C Sawad,Right-hand bat,Right-arm medium-fast,14.5,7
7d1a3ff7,Unknown,D Bhatta,D Bhatta,Right-hand bat,Right-arm medium,4.615384615,7
c4bc3b59,Top-order batter,D Khanal,D Khanal,Right-hand bat,Right-arm offbreak,14.75757576,7
d019608b,Top-order batter,D Nath,D Nath,Left-hand bat,,10.1,7
fb0a571f,Unknown,DN Subedi,DN Subedi,,,,8
1747ea18,Middle-order batter,DS Airee,DS Airee,,,17.35628743,7
b2e1d224,Top-order batter,G Malla,G Malla,Right-hand bat,,14.50396825,7
bb20441f,Unknown,H Dhami,H Dhami,Right-hand bat,Right-arm medium-fast,40.5,8
9811e35e,Allrounder,Gulsan Jha,Gulsan Jha,Left-hand bat,Right-arm medium,16.11184211,7
0174b455,Wicketkeeper,Himanshu Dutta,Himanshu Dutta,Right-hand bat,,,6
fea1e74f,Unknown,HR Giri,HR Giri,,,,6
7bdbd6d0,Unknown,H Roy,H Roy,Right-hand bat,Legbreak,26,7
f9e21b08,Unknown,Hiralal Raut,Hiralal Raut,,,,7
afb3b840,Unknown,H Shah,H Shah,Left-hand bat,,4.25,7
521abce2,Allrounder,I Barma,I Barma,Right-hand bat,Right-arm medium,14.28358209,7
beccd5a1,Unknown,I Bist,I Bist,Right-hand bat,Left-arm medium,6.8,7
6fc1cbdf,Unknown,Irshad Ahamad,Irshad Ahamad,Right-hand bat,Right-arm offbreak,2,7
ed547c49,Unknown,I Pandey,I Pandey,Left-hand bat,,5.5,7
f8dcfe4e,Bowler,JK Mukhiya,JK Mukhiya,Right-hand bat,Right-arm medium-fast,17.44444444,7
e1214f03,Unknown,J Pandey,J Pandey,Right-hand bat,,11.13157895,7
6926399e,Unknown,Kamalesh Thakur,Kamalesh Thakur,,,,7
329a8411,Unknown,Kanchan Shrestha,Kanchan Shrestha,Right-hand bat,Right-arm offbreak,0.5,7
f53b3e1d,Allrounder,Karan KC,Karan KC,Right-hand bat,Right-arm fast,21.52197802,7
c68fc575,Unknown,Karuna Bhandari,Karuna Bhandari,Right-hand bat,Right-arm offbreak,23.2,7
e3386c8a,Opening batter,K Bhurtel,K Bhurtel,Right-hand bat,Legbreak googly,16.07486631,7
db080f9d,Unknown,K Dangol,K Dangol,Right-hand bat,Right-arm offbreak,15.39130435,7
0cd297b9,Allrounder,K Joshi,Kabita Joshi,Right-hand bat,Right-arm offbreak,30.90909091,8
97e6e41a,Allrounder,K Kunwar,K Kunwar,Right-hand bat,Right-arm medium,17.54464286,7
d913103d,Unknown,K Mahato,K Mahato,Right-hand bat,Right-arm medium-fast,8.833333333,7
ac5003f9,Bowler,K Marasini,K Marasini,Left-hand bat,Slow left-arm orthodox,3.875,7
548d4188,Bowler,KS Airee,KS Airee,Right-hand bat,Right-arm medium,19.4137931,7
119de50f,Wicketkeeper batter,K Shrestha,K Shrestha,Right-hand bat,,7.578313253,7
7e9f1cde,Batting allrounder,Kushal Malla,Kushal Malla,Left-hand bat,Slow left-arm orthodox,16.06358382,7
f74ee231,Unknown,L Chaudhary,L Chaudhary,,,0,7
6ad2d5f7,Bowler,LN Rajbanshi,LN Rajbanshi,Right-hand bat,Slow left-arm orthodox,20.00662252,7
75c8a26b,Unknown,Lokesh Bam,Lokesh Bam,,,4.363636364,7
10c8c407,Unknown,Mahesh Bohara,Mahesh Bohara,,,,8
c4f7bc53,Wicketkeeper,Mamta Thapa,Mamta Thapa,Right-hand bat,,5,7
2f0911cc,Bowler,LS Bhandari,LS Bhandari,Left-hand bat,Left-arm medium,13.77777778,7
535ad39e,Unknown,M Alam,M Alam,Left-hand bat,Left-arm medium,22.5625,7
6dc32900,Unknown,Manmohan Lamsal,Manmohan Lamsal,,,,7
4f408a79,Unknown,Manjul Bhattarai,Manjul Bhattarai,,,,7
f1194524,Unknown,Manohar Adhikari,Manohar Adhikari,,,,8
a381e879,Unknown,MK Chhetri,MK Chhetri,Right-hand bat,,17.625,7
f4b9d4e0,Unknown,MM Chaudhary,MM Chaudhary,Right-hand bat,Right-arm medium,3.764705882,7
70ced7f2,Unknown,Mohammad Aadil Alam,Mohammad Aadil Alam,Right-hand bat,Right-arm medium,20.82758621,7
8ecc7c4e,Unknown,M Shrestha,M Shrestha,Right-hand bat,Right-arm medium,3,7
9d280648,Opening batter,NB Budayair,NB Budayair,Right-hand bat,Right-arm bowler,9.388888889,7
47f6e4a5,Unknown,P Baskota,P Baskota,Right-hand bat,Right-arm offbreak,14.5,7
d24e69f5,Unknown,Nary Thapa,Nary Thapa,Left-hand bat,Left-arm fast-medium,19.52777778,7
c1077ba3,Bowling allrounder,Pratis GC,Pratis GC,Right-hand bat,Left-arm medium,13.92,7
12c3ba4d,Allrounder,P Khadka,P Khadka,,,22.93501805,7
d587790d,Unknown,Prem Tamang,Prem Tamang,Right-hand bat,Right-arm offbreak,,8
82294960,Allrounder,P Sarraf,P Sarraf,Right-hand bat,Right-arm offbreak,8.296875,7
cc18ba92,Wicketkeeper batter,PS Airee,PS Airee,Right-hand bat,Right-arm medium,8.984126984,7
4b95058b,Middle-order batter,Puja Mahato,Puja Mahato,Right-hand bat,Right-arm medium,15.86792453,7
ad03130c,Unknown,Rabindra Gupta,Rabindra Gupta,,,,6
69cccff3,Unknown,Rashid Khan,Rashid Khan (2),Right-hand bat,Right-arm medium-fast,3,7
dfdaca74,Allrounder,RC Belbashi,RC Belbashi,Right-hand bat,Right-arm offbreak,18.96022727,7
f80682f8,Batter,Ravinderpal Singh,Ravinderpal Singh,Right-hand bat,Right-arm offbreak,14.97647059,7
2667c1ef,Unknown,RK Kanoujiya,RK Kanoujiya,Right-hand bat,Right-arm offbreak,17.75,7
8399a7af,Bowler,R Dhakal,R Dhakal,Right-hand bat,Left-arm medium,12.68421053,7
1a3cc554,Batting allrounder,RK Paudel,RK Paudel,Right-hand bat,Right-arm offbreak,14,7
d23eb52b,Unknown,RK Pradhan,RK Pradhan,Right-hand bat,Legbreak,,8
2617ff3e,Unknown,RK Vishwakarma,RK Vishwakarma,Left-hand bat,Slow left-arm orthodox,24.75,7
a872bd90,Unknown,RK Yadav,RK Yadav,,,,7
95bcba19,Middle-order batter,RP Magar,RP Magar,Right-hand bat,Legbreak googly,1.875,7
db39155a,Unknown,R Rawal,R Rawal,Right-hand bat,Left-arm medium,0.666666667,7
05d9faac,Wicketkeeper batter,Roma Thapa,Roma Thapa,Right-hand bat,,2.25,7
4e38a3d6,Unknown,R Poddar,R Poddar,Right-hand bat,,0,7
ee3ad356,Unknown,R Rijal,R Rijal,Right-hand bat,,7.25,7
3c4007d3,Opening batter,Sagar Pun,Sagar Pun,Right-hand bat,Right-arm offbreak,14.93859649,7
8eb52953,Bowler,Sabnam Rai,Sabnam Rai,,,17.68965517,7
38ef872f,Unknown,Sandeep Sunar,Sandeep Sunar,Right-hand bat,Legbreak googly,,6
765a2354,Opening batter,Samjhana Khadka,Samjhana Khadka,Right-hand bat,Legbreak googly,6.285714286,7
ad580a96,Unknown,Sangita Rai,Sangita Rai,Right-hand bat,Right-arm offbreak,18.39473684,7
0ef792dc,Unknown,Sanjay Gurung,Sanjay Gurung,,,,6
4c6c4af4,Unknown,Satyajit Sarkar,Satyajit Sarkar,,,,7
28c7d721,Bowler,S Bhari,S Bhari,Left-hand bat,Slow left-arm orthodox,17.29166667,7
ec05df4e,Unknown,S Bist,S Bist,Right-hand bat,Left-arm medium,6.8,7
4169ae00,Unknown,SC Kumari,SC Kumari,Right-hand bat,Right-arm medium,16.82352941,7
27b52b9b,Unknown,SC Pattnaik,SC Pattnaik,Right-hand bat,,0,7
8955b928,Bowler,S Dhakal,S Dhakal,Right-hand bat,Slow left-arm orthodox,7.333333333,7
e95cd1f5,Unknown,S Dhamala,S Dhamala,Right-hand bat,Right-arm offbreak,1.714285714,7
cdd9fa95,Bowler,Shahab Alam,Shahab Alam,Right-hand bat,Slow left-arm orthodox,11.91666667,7
156378d8,Middle-order batter,S Jora,S Jora,Right-hand bat,,6.54,7
c96e51ba,Unknown,S Khadka,S Khadka,Right-hand bat,Left-arm fast-medium,8.615384615,7
7b5250ed,Unknown,S Khatiwada,S Khatiwada,Right-hand bat,Right-arm medium,22.5,7
b410bd3d,Bowler,S Lamichhane,S Lamichhane,Right-hand bat,Legbreak googly,27.502,7
3b05a75b,Unknown,S Lohani,S Lohani,Right-hand bat,Right-arm offbreak,15.66666667,7
4fc3790e,Unknown,S Magar,S Magar,Right-hand bat,Right-arm medium-fast,10.35185185,7
9db1b072,Unknown,SM Dhakal,SM Dhakal,Right-hand bat,Right-arm offbreak,8.25,7
02b4558e,Unknown,S Mishra,S Mishra,,,,6
6ba1cc21,Unknown,Sobha Aale,Sobha Aale,Right-hand bat,,0,7
1adb8ee8,Bowling allrounder,Sompal Kami,Sompal Kami,Right-hand bat,Right-arm fast-medium,22,7
18377910,Unknown,S Pakhrin,S Pakhrin,,,7.75,7
2d8aae2f,Bowler,SP Gauchan,SP Gauchan,Right-hand bat,Slow left-arm orthodox,20.57777778,7
